School Name,School Number,Closed,School Street,School City,School State,School Zip,School Email,School Website,School Phone,School Fax,Principal Name,Principal Name (last),Principal Prefix,Principal Title,Grade Low,Grade High,Enrollment,School Accreditations,Diocese Name,Diocese Code,Diocese Street,Diocese City,Diocese State,Diocese Zip,Diocese Email,Diocese Website,Diocese Phone,Diocese Fax,Diocese Contact Name,Diocese Contact Name (last),Diocese Contact Prefix,Diocese Contact Title,District Name,District Number,District Type,District Enrollment,District Street,District City,District State,District Zip,District Email,District Website,District Phone,District Fax,District Contact Name,District Contact Name (last),District Contact Prefix,District Contact Title,County Name,County Number,Region Name
The Master's School of San Marcos,105115001,TRUE,1664 Centerpoint Road,San Marcos,TX,78666,tblythe@mastersschool.org,www.mastersschool.org,(512) 392-4322,(512) 754-6017,Tuck Blythe,,,,Kindergarten,6,0,ACTABS : 2014,,,,,,,,,,,,,,,SAN MARCOS CISD,105902,INDEPENDENT,7534,P O BOX 1087,SAN MARCOS,TX,78667-1087,mark.eads@smcisd.net,www.smcisd.net,(512) 393-6744,(512) 393-6709,MR MARK EADS   ,,,Superintendent,Hays,105,13
The Monarch School,101211001,FALSE,2815 Rosefield Dr,Houston,TX,77080,ppace@monarchschool.org,monarchschool.org,(713) 479-0800,(713) 464-7499,Patti Pace,,,,Pre-K,12,0,COGNIA : 2002,,,,,,,,,,,,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
The Montessori Academy,220299001,FALSE,3428 W. Arkansas Lane,Arlington,TX,76016,PDunbar@tmaonline.org,www.tmaonline.org ,(817) 274-1548,(817) 274-6951,Pam Dunbar,,,,Early Education,6,182,COGNIA : 2007,,,,,,,,,,,,,,,ARLINGTON CLASSICS ACADEMY,220802,CHARTER,1176,5206 S BOWEN,ARLINGTON,TX,76017,bduncancoon@acaedu.net,www.acaedu.net,(817) 987-1819,(817) 200-6541,MS BETTY DUNCAN COON   ,,,Superintendent,Tarrant,220,11
The Montessori School of San Antonio,15186101,FALSE,17722 Rogers Ranch Pkwy,San Antonio,TX,78258,dahlstrom@montessorisa.org,www.montessorisa.org,(210) 492-3553,(210) 492-3484,Dan Ahlstrom,,,,Pre-K,8,338,ISAS : 1998 | ISAS : 2009 | ISAS : 2020,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
The Novus Academy,220115001,FALSE,204 North Dooley,Grapevine,tx,76051,,http://thenovusacademy.org/,(817) 488-4555,,Kathy Edwards,,,,1,12,0,COGNIA : 2014,,,,,,,,,,,,,,,GRAPEVINE-COLLEYVILLE ISD,220906,INDEPENDENT,13388,3051 IRA E WOODS AVE,GRAPEVINE,TX,76051-3897,megan.overman@gcisd.net,www.gcisd-k12.org/,(817) 251-5200,(817) 251-5375,DR ROBIN RYAN   ,,,Superintendent,Tarrant,220,11
The Oakridge School,220189001,FALSE,5900 W Pioneer Pkwy,Arlington,TX,76013,jkellam@theoakridgeschool.org,www.theoakridgeschool.org,(817) 451-4994,(817) 457-6681,Jonathan Kellam,,,,Pre-K,12,772,ISAS : 1988 | ISAS : 1998 | ISAS : 2008 | ISAS : 2018,,,,,,,,,,,,,,,FORT WORTH ISD,220905,INDEPENDENT,83503,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,web@FWISD.ORG,www.fwisd.org,(817) 815-2000,(817) 815-2112,MR WALTER DANSBY   ,,,Superintendent,Tarrant,220,11
The Parish School,101167101,FALSE,11001 Hammerly Blvd.,Houston,TX,77043,nbewley@parishschool.org,www.parishschool.org,(713) 467-4696,(713) 467-8341,Nancy Bewley,,,,Pre-K,5,0,COGNIA : 1992,,,,,,,,,,,,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
The Pharr Oratory of St. Philip Neri School System,31100109,FALSE,1407 W Moore Rd,Pharr,TX,78577,idiaz@oratoryschools.org,www.oratoryschools.org,(956) 781-3056,(956) 787-1516,Maricela Diaz,,,,Pre-K,12,199,TCCB ED : 1983,Diocese of Brownsville,BR,1407 W Moore Rd,Pharr,TX,78577,idiaz@oratoryschools.org,www.oratoryschools.org,(956) 781-3056,(956) 787-1516,Maricela Diaz,,,,PHARR-SAN JUAN-ALAMO ISD,108909,INDEPENDENT,32050,P O BOX 1150,PHARR,TX,78577,drking@psjaisd.us,psjaisd.us,(956) 354-2000 ext. 1033,(956) 702-5648,DR DANIEL KING   ,,,Superintendent,Hidalgo,108,1
The Post Oak School,101133001,FALSE,1102 Autrey Street,Houston,TX,77006,maurajoyce@postoakschool.org,www.postoakschool.org,(713) 661-6688,(713) 661-4959,Maura Joyce,,,,Pre-K,12,496,ISAS : 2006 | ISAS : 2017,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Regis School of the Sacred Heart,101100161,FALSE,7330 Westview Dr,Houston,TX,77055,dphillips@theregisschool.org,www.theregisschool.org,(713) 682-8383,(713) 682-8388,Dennis Phillips,,,,Pre-K,8,267,TCCB ED : 1992 | ISAS : 2010,Archdiocese of Galveston-Houston,GH,7330 Westview Dr,Houston,TX,77055,dphillips@theregisschool.org,www.theregisschool.org,(713) 682-8383,(713) 682-8388,Dennis Phillips,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
The Rubicon Academy,170123001,FALSE,14211 Horseshoe Bend,The Woodlands,TX,77384,info@rubiconacademy.com,www.rubiconacademy.com,(936) 273-9111,(936) 321-6539,Franci Roberts,,,,Kindergarten,8,0,COGNIA : 2002,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
The Selwyn School,61195001,FALSE,2270 Copper Canyon Road,Argyle,TX,76226,dhof@selwynschool.com,www.selwynschool.com,(940) 382-6771,(940) 566-1701,Deborah Hof,,,,Pre-K,12,150,COGNIA : 2011,,,,,,,,,,,,,,,DENTON ISD,61901,INDEPENDENT,25775,1307 N LOCUST ST,DENTON,TX,76201,jwilson@dentonisd.org,www.dentonisd.org,(940) 369-0000,(940) 369-4982,DR JAMIE WILSON   ,,,Superintendent,Denton,61,11
The Shlenker School,101161101,FALSE,5600 N Braeswood Blvd,Houston,TX,77096,mbarton@shlenker.org,www.shlenker.org,(713) 270-6127,(713) 270-6114,Michelle Barton,,,,Pre-K,5,313,ISAS : 1994 | ISAS : 2004 | ISAS : 2014,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The St. Anthony School ,57133401,FALSE,2030 Denton Drive,Carrollton,TX,75006,tony@thestanthonyschool.com,www.thestanthonyschool.com,(214) 443-1205,(972) 245-5426,Tony Cinquepalmi ,,,,Kindergarten,12,84,TAAPS : 2004,,,,,,,,,,,,,,,CARROLLTON-FARMERS BRANCH ISD,57903,INDEPENDENT,26385,P O BOX 115186,CARROLLTON,TX,75011-5186,cfbinfo@cfbisd.edu,www.cfbisd.edu/,(972) 968-6100,(972) 968-6210,DR BOBBY BURNS   ,,,Superintendent,Dallas,57,10
The Tenney School,101162001,FALSE,3500 S Gessner,Houston,TX,77063,mtenney@tenneyschool.com,www.tenneyschool.com,(713) 783-6990,(713) 783-6992,Mike Tenney,,,,6,12,56,COGNIA : 1979,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
The Vine School,235102001,FALSE,603 East Mesquite,Victoria,TX,77901,thevineschool@gmail.com,www.thevineschool.com,(361) 212-8463,(361) 578-2801,Erin Hatley,,,,Pre-K,2,47,COGNIA : 2012,,,,,,,,,,,,,,,VICTORIA ISD,235902,INDEPENDENT,14513,P O BOX 1759,VICTORIA,TX,77902-1759,robert.jaklich@visd.net,www.visd.net,(361) 576-3131,(361) 788-9643,DR ROBERT A JAKLICH   ,,,Superintendent,Victoria,235,3
The Westview School,101196001,FALSE,1900 Kersten Drive,Houston,TX,77043,bkoch@westviewschool.org,www.westviewschool.org,(713) 973-1900,(713) 973-1970,Bevan Koch,,,,1,8,0,COGNIA : 2004,,,,,,,,,,,,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
The Westwood School Lower School Campus,57292001,FALSE,14340 Proton Rd,Dallas,TX,75244,hlourcey@westwoodschool.org,www.westwoodschool.org ,(972) 239-8598,(972) 239-1028,Heather Lourcey,,,,Pre-K,12,268,COGNIA : 2007,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Westwood School Upper School Campus,57292002,FALSE,14240 Midway Rd,Dallas,Texas,75244,hlourcey@westwoodschool.org,http://www.westwoodschool.org/,(972) 239-8598,,Heather Lourcey,,,,7,12,282,COGNIA : 2008,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Williams School dba Homeschool Academy,79230001,FALSE,3900 Lexington Blvd.,Missouri City,Texas,77459,thewilliamsschool.dbahsa@gmail.com,http://www.the-williams-school.org/,(281) 261-7189,,Lisa A. Williams,,,,Kindergarten,12,20,COGNIA : 2000,,,,,,,,,,,,,,,FORT BEND ISD,79907,INDEPENDENT,69591,16431 LEXINGTON BLVD,SUGAR LAND,TX,77479-2308,Charles.Dupre@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,(281) 634-1000,(281) 634-1700,CHARLES DUPRE   ,,,Superintendent,Fort Bend,79,4
The Winston School Dallas,57193001,FALSE,5707 Royal Lane,Dallas,TX,75229,rebbie_evans@winston-school.org,www.winston-school.org,(214) 691-6950,(214) 691-1509,Rebbie Evans,,,,Kindergarten,12,145,ISAS : 1979 | ISAS : 1989 | ISAS : 1999 | ISAS : 2010 | ISAS : 2020,,,,,,,,,,,,,,,DALLAS ISD,57905,INDEPENDENT,158932,3700 ROSS AVE,DALLAS,TX,75204-5491,arodriguez@dallasisd.org,www.dallasisd.org,(972) 925-3700, ,MIKE MILES   ,,,Superintendent,Dallas,57,10
The Winston School San Antonio,15192001,FALSE,8565 Ewing Halsell,San Antonio,TX,78229,ckarulak@winston-sa.org,www.winston-sa.org,(210) 615-6544,(210) 615-6627,Dr Charles J Karulak,,,,Kindergarten,12,193,ISAS : 1989 | ISAS : 2014,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
The Woodlands Christian Academy,170181101,FALSE,5800 Academy Way,The Woodlands,TX,77384,nsievert@twca.net,www.twca.net,(936) 273-2555,(936) 271-3115,Julie Ambler,,,,Pre-K,12,668,COGNIA : 2001 | ACSI : 2010,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
The Woodlands Methodist School,170120001,FALSE,2200 Lake Woodlands Drive,The Woodlands,TX,77380,kwest@twumc.org,,(281) 822-8220,,Ken West,,,,Pre-K,8,155,COGNIA : 2014,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
The Woodlands Preparatory School,101190001,FALSE,27440 Kuykendahl Road,Tomball,TX,77375,dfernandez@woodlandsprep.org,www.woodlandsprep.org,(281) 516-0600,(281) 516-1155,Mr. Daniel Fernandez,,,,Pre-K,12,200,COGNIA : 2002,,,,,,,,,,,,,,,TOMBALL ISD,101921,INDEPENDENT,11772,310 S CHERRY ST,TOMBALL,TX,77375-6668,johnneubauer@tomballisd.net,www.tomballisd.net,(281) 357-3100,(281) 357-3128,MR HUEY P KINCHEN   ,,,Superintendent,Harris,101,4
TMI Episcopal,15138001,FALSE,20955 W Tejas Trail,San Antonio,TX,78257,scott.brown@tmi-sa.org,www.tmi-sa.org,(210) 698-7171,(210) 698-0715,Scott Brown,,,,6,12,465,ISAS : 1955 | SAES : 2011 | ISAS : 2011,,,,,,,,,,,,,,,NORTHSIDE ISD,15915,INDEPENDENT,100159,5900 EVERS RD,SAN ANTONIO,TX,78238-1699,info@nisd.net,www.nisd.net,(210) 397-8500,(210) 706-8772,DR BRIAN T WOODS   ,,,Superintendent,Bexar,15,20
Torah Academy of San Antonio,15205001,FALSE,3003 Sholom Dr. #200	,San Antonio,TX,78230,Office@torahacademysa.com,https://www.torahacademysa.com/,(210) 607-7261,,Jessica L. Diric,,,,Kindergarten,8,50,COGNIA : 2016,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Torah Day School ,101169101,FALSE,10900 Fondren,Houston,TX,77096,info@tdshouston.org,www.tdshouston.org,(713) 777-2000,(713) 776-0036,Chiena Lazaroff,,,,Kindergarten,8,92,TAAPS : 1995,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Torah Day School of Dallas,43192004,FALSE,6921 Frankford Rd,Dallas,TX,75252,chanaruderman@tdsd.org,www.tdsd.org ,(972) 964-0090,(972) 964-0091,Rabbi Yerachmiel Udman,,,,Pre-K,8,0,COGNIA : 2005,,,,,,,,,,,,,,,PLANO ISD,43910,INDEPENDENT,55185,2700 W 15TH,PLANO,TX,75075-7524,richard.matkin@pisd.edu,www.pisd.edu/,(469) 752-8100,(469) 752-8068,MR RICHARD MATKIN   ,,,Superintendent,Collin,43,10
Torah Girls Academy,101216001,FALSE,7811 Ludington Drive,Houston,TX,77071,office@tgatexas.org,www.tgatexas.org,(713) 936-0644,,Rabbi Ezra Sarna,,,,9,12,13,TAAPS : 2013,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Trafton Academy,101205041,FALSE,4711 McDermed St.,Houston,TX,77035,sylviabryan@trafton.org,www.trafton.org,(713) 723-3732,(713) 723-1844,Sylvia Bryan,,,,Pre-K,8,320,TAAPS : 2000,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Triangle Adventist Christian School,123179101,TRUE,,,,,triangle@txsda.org,www.triangle22.adventistschoolconnect.org,(409) 963-3806,(409) 963-3806,Annette Bradley-Martes,,,,Pre-K,8,0,TSDA : 1979 | TSDA : 2010,,,,,,,,,,,,,,,PORT NECHES-GROVES ISD,123908,INDEPENDENT,4863,620 AVE C,PORT NECHES,TX,77651-3092,mgonzales@pngisd.org,www.pngisd.org,(409) 722-4244 ext. 1718,(409) 724-7864,DR RODNEY D CAVNESS   ,,,Superintendent,Jefferson,123,5
Trinity Christian Academy,184120001,FALSE,4954 EAST I-20 Service Road South,Willow Park,TX,76087,skaggs@tcaeagles.org,www.tcaeagles.org,(817) 441-7901,(817) 441-7912,Michael Skaggs,,,,Kindergarten,12,488,ACSI : 1997 | COGNIA : 2003 | NCSA : 2018,,,,,,,,,,,,,,,ALEDO ISD,184907,INDEPENDENT,4733,1008 BAILEY RANCH RD,ALEDO,TX,76008-4407,dcitty@aledo.k12.tx.us,www.aledo.k12.tx.us,(817) 441-8327,(817) 441-5144,DR JAMES DEREK CITTY   ,,,Superintendent,Parker,184,11
Trinity Christian Academy ,15120001,FALSE,5401 North Loop 1604 East,San Antonio,TX,78247,chris.belyeu@tca-sa.com,www.trinitychristianacademy-sa.com,(210) 653-2800,(210) 653-0303,Mr. Chris Belyeu,,,,Kindergarten,12,98,ACSI : 1998,,,,,,,,,,,,,,,NORTH EAST ISD,15910,INDEPENDENT,67901,8961 TESORO DR,SAN ANTONIO,TX,78217,bgotta@neisd.net,www.neisd.net,(210) 407-0541,(210) 804-7017,DR BRIAN GOTTARDY   ,,,Superintendent,Bexar,15,20
Trinity Christian Academy Addison,57123001,FALSE,17001 Addison Rd,Addison,TX,75001,ddelph@trinitychristian.org,www.trinitychristianacademy.org,(972) 931-8325,(972) 931-8923,David Delph,,,,Kindergarten,12,0,COGNIA : 1984,,,,,,,,,,,,,,,RICHARDSON ISD,57916,INDEPENDENT,38043,400 S GREENVILLE AVE,RICHARDSON,TX,75081-4198,pio@mailhub.richardson.k12.tx.us,www.richardson.k12.tx.us,(469) 593-0000,(469) 593-0332,DR KAY E WAGGONER   ,,,Superintendent,Dallas,57,10
Trinity Christian Academy Paris,139110001,FALSE,2060 Farm Road 79,Paris,TX,75460,lawrence.glen@hotmail.com,www.tcaparis.com,(903) 785-9557,(903) 785-7372,Lawrence Martin,,,,Kindergarten,12,0,COGNIA : 2011,,,,,,,,,,,,,,,PARIS ISD,139909,INDEPENDENT,3576,1920 CLARKSVILLE,PARIS,TX,75460,pjones@parisisd.net,www.parisisd.net/,(903) 737-7473,(903) 737-7484,MR PAUL JONES   ,,,Superintendent,Lamar,139,8
Trinity Christian Preschool,57115001,FALSE,1231 East Pleasant Run Road,Cedar Hill,TX,75104,JHarwell@trinitychurch.org,trinitychristianschool.com,(972) 291-2505,(972) 291-4739,John Harwell,,,,Pre-K,Pre-K,79,ACTS : 2015,,,,,,,,,,,,,,,CEDAR HILL ISD,57904,INDEPENDENT,8258,285 UPTOWN BLVD,CEDAR HILL,TX,75104,neil.bolton@chisd.net,www.chisd.com,(972) 291-1581,(972) 291-5231,MR HORACE WILLIAMS   ,,,Superintendent,Dallas,57,10
Trinity Christian School,152121001,FALSE,6701 University Avenue,Lubbock,TX,79413,bellison@tcslubbock.org,www.tcslubbock.org,(806) 791-6583,(806) 791-8641,Brad Ellison,,,,7,12,273,ACSI : 1995,,,,,,,,,,,,,,,LUBBOCK ISD,152901,INDEPENDENT,29219,1628 19TH ST,LUBBOCK,TX,79401-4895,superintendent@lubbockisd.org,www.lubbockisd.org,(806) 766-1000,(806) 766-1210,DR BERHL ROBERTSON   ,,,Superintendent,Lubbock,152,17
Trinity Classical School,101350001,FALSE,7941 Katy Freeway #110,Houston,TX,77024,neil.anderson@tcshouston.org,www.tcshouston.org,(281) 656-1880,,Neil Anderson,,,,Kindergarten,12,633,ACCS : 2019,,,,,,,,,,,,,,,SPRING BRANCH ISD,101920,INDEPENDENT,34857,955 CAMPBELL RD,HOUSTON,TX,77024-2803,cheryl.jeffers@springbranchisd.com,www.springbranchisd.com,(713) 464-1511 ext. 2202,(713) 281-2215,DR DUNCAN KLUSSMANN   ,,,Superintendent,Harris,101,4
Trinity Episcopal Day School The Woodlands,170210001,FALSE,3901 S. Panther Creek Drive,The Woodlands,TX,77380,bdelaney@tedstw.org,na,(281) 367-5148,(281) 296-2201,Betsy Delany,,,,Pre-K,Pre-K,67,SAES : 2008,,,,,,,,,,,,,,,CONROE ISD,170902,INDEPENDENT,53934,3205 W DAVIS,CONROE,TX,77304,dstockton@conroeisd.net,www.conroeisd.net,(936) 709-9719,(936) 709-9701,DR DON STOCKTON   ,,,Superintendent,Montgomery,170,6
Trinity Episcopal School,84136101,FALSE,720 Tremont St,Galveston,TX,77550,mravelli@tesgalv.org,www.tesgalv.org,(409) 765-9391,(409) 765-9491,Mark Ravelli,,,,Pre-K,8,268,ISAS : 1972 | ISAS : 2004 | ISAS : 2014,,,,,,,,,,,,,,,GALVESTON ISD,84902,INDEPENDENT,6710,P O BOX 660,GALVESTON,TX,77553-0660,Larry_Nichols@GISD.org,www.gisd.org,(409) 766-5121,(409) 762-8391,MR LARRY W NICHOLS   ,,,Superintendent,Galveston,84,4
Trinity Episcopal School Austin,227211001,FALSE,3901 Bee Cave Road,Austin,TX,78746,jmorgan@austintrinity.org,www.austintrinity.org,(512) 472-9525,(512) 472-2337,Jennifer Morgan,,,,Kindergarten,8,541,SAES : 2003 | ISAS : 2012 | SAES : 2012,,,,,,,,,,,,,,,EANES ISD,227909,INDEPENDENT,7865,601 CAMP CRAFT RD,AUSTIN,TX,78746-6511,supt@eanesisd.net,www.eanesisd.net,(512) 732-9001,(512) 732-9005,DR NOLA WELLMAN   ,,,Superintendent,Travis,227,13
Trinity Episcopal School Galveston,84210001,FALSE,720 Tremont,Galveston,TX,77550,mravelli@tesgalv.org,www.tesgalv.org,(409) 765-9391,(409) 765-9491,Mark Ravelli,,,,Pre-K,8,285,SAES : 2003 | SAES : 2014,,,,,,,,,,,,,,,GALVESTON ISD,84902,INDEPENDENT,6710,P O BOX 660,GALVESTON,TX,77553-0660,Larry_Nichols@GISD.org,www.gisd.org,(409) 766-5121,(409) 762-8391,MR LARRY W NICHOLS   ,,,Superintendent,Galveston,84,4
Trinity Episcopal School Marshall,102130101,FALSE,2905 Rosborough Springs Road,Marshall,TX,75672,carrieh@trinitymarshall.net,www.trinitymarshall.org,(903) 938-3513,(903) 938-8725,Carrie Hammack,,,,Pre-K,8,154,SAES : 1991 | COGNIA : 2001,,,,,,,,,,,,,,,MARSHALL ISD,102902,INDEPENDENT,5563,1305 E PINECREST DR,MARSHALL,TX,75670-7349,misdtx@marshallisd.com,www.marshallisd.com,(903) 927-8701,(903) 935-0203,DR MARCELL R SMITH   ,,,Superintendent,Harrison,102,7
Trinity Episcopal School Victoria,235136101,FALSE,1504 N. Moody,Victoria,TX,77901,knelson@tesvictoria.org,www.trinity-episcopal.com,(361) 573-3220,(361) 573-2964,Kristy Nelson,,,,Pre-K,8,267,SAES : 1988,,,,,,,,,,,,,,,VICTORIA ISD,235902,INDEPENDENT,14513,P O BOX 1759,VICTORIA,TX,77902-1759,robert.jaklich@visd.net,www.visd.net,(361) 576-3131,(361) 788-9643,DR ROBERT A JAKLICH   ,,,Superintendent,Victoria,235,3
Trinity Klein Lutheran School Spring,101154101,FALSE,18926 Klein Church rd,Klein,TX,77379,GOEDECKEK@TRINITYKLEIN.ORG,WWW.TRINITYKLEIN.ORG,(281) 376-5810,(281) 251-7021,Keith Goedecke,,,,Pre-K,8,0,LSAC : 1992 | LSAC : 2018 | LSAC : 2023,,,,,,,,,,,,,,,KLEIN ISD,101915,INDEPENDENT,47045,7200 SPRING-CYPRESS RD,KLEIN,TX,77379-3299,jcain@kleinisd.net,www.kleinisd.net,(832) 249-4000,(832) 249-4055,DR JAMES W CAIN   ,,,Superintendent,Harris,101,4
Trinity Lutheran Preschool,212140001,FALSE,2001 Hunter Street,Tyler,TX,75701,probbins@tlctyler.org,www.tlctyler.org,(903) 593-7465,(903) 593-7664,Penny Robbins,,,,Pre-K,Pre-K,0,LSAC : 2009 | LSAC : 2019 | LSAC : 2024,,,,,,,,,,,,,,,TYLER ISD,212905,INDEPENDENT,18263,P O BOX 2035,TYLER,TX,75710-2035,gina.orr@tylerisd.org,www.tylerisd.org,(903) 262-1000,(903) 262-1178,MR GARY MOORING   ,,,Superintendent,Smith,212,7
Trinity Lutheran School Amarillo,188137101,FALSE,5005 I 40 West,Amarillo,TX,79106,principal@trinitylutheranschool.org,www.trinitylutheranschool.org,(806) 352-5620,(806) 353-7785,Rick Ryan,,,,Pre-K,6,0,LSAC : 1992 | LSAC : 2020,,,,,,,,,,,,,,,AMARILLO ISD,188901,INDEPENDENT,33327,7200 I-40 W,AMARILLO,TX,79106-2598,rod.schroder@amaisd.org,www.amaisd.org,(806) 326-1000,(806) 354-4303,MR ROD SCHRODER   ,,,Superintendent,Potter,188,16
Trinity Lutheran School El Paso,71102001,TRUE,3800 Hondo Pass Drive,El Paso,TX,79904,principal@triniityelpaso.com,http://trinityelpaso.org/school/,(915) 755-7259,(915) 755-6572,Mr. Matthew Foxen ,,,,Kindergarten,8,0,WELSSA : 2011,,,,,,,,,,,,,,,EL PASO ISD,71902,INDEPENDENT,63210,P O BOX 20100,EL PASO,TX,79998-0100,info@episd.org,www.episd.org,(915) 779-3781,(915) 779-3781,VERNON L BUTLER   ,,,Superintendent,El Paso,71,19
Trinity Lutheran School Houston,101266101,TRUE,1316 Washington Ave.,Houston,TX,77002,dschepmann@trinitydt.org,www.trinitydt.org,(713) 229-2901,(713) 224-1163,Darrell Schepmann,,,,Early Education,8,0,LSAC : 2001,,,,,,,,,,,,,,,HOUSTON ISD,101912,INDEPENDENT,203354,4400 W 18TH ST,HOUSTON,TX,77092-8501,infocenter@houstonisd.org,www.houstonisd.org,(713) 556-6000,(713) 556-6006,DR TERRY B GRIER   ,,,Superintendent,Harris,101,4
Trinity Lutheran School San Angelo,226150101,FALSE,3516 Lutheran Way,San Angelo,TX,76904,ron@tlcsanangelo.com,www.tlcsanangelo.com,(325) 947-1275,(325) 947-1377,Ron Fritsche,,,,Pre-K,12,0,LSAC : 1989 | LSAC : 2021,,,,,,,,,,,,,,,SAN ANGELO ISD,226903,INDEPENDENT,14758,1621 UNIVERSITY AVE,SAN ANGELO,TX,76904-5164,superintendent@saisd.org,www.saisd.org/,(325) 947-3700,(325) 947-3771,DR CAROL BONDS   ,,,Superintendent,Tom Green,226,15
